hex,dec,message
41302,267010,"The task will not run at the scheduled times because it has been disabled"
41303,267011,"The task has not yet run"
41304,267012,"There are no more runs scheduled for this task"
41305,267013,"One or more of the properties that are needed to run this task on a schedule have not been set"
41306,267014,"The last run of the task was terminated by the user"
41307,267015,"Either the task has no triggers or the existing triggers are disabled or not set"
41308,267016,"Event triggers don't have set run times"
4D000,315392,"An asynchronous operation was specified. The operation has begun, but its outcome is not known yet"
4D001,315393,XACT_S_DEFECT
4D002,315394,"The method call succeeded because the transaction was read-only"
4D003,315395,"The transaction was successfully aborted. However, this is a coordinated transaction, and some number of enlisted resources were aborted outright because they could not support abort-retaining semantics"
4D004,315396,"No changes were made during this call, but the sink wants another chance to look if any other sinks make further changes"
4D005,315397,"The sink is content and wishes the transaction to proceed. Changes were made to one or more resources during this call"
4D006,315398,"The sink is for the moment and wishes the transaction to proceed, but if other changes are made following this return by other event sinks then this sink wants another chance to look"
4D007,315399,"The transaction was successfully aborted. However, the abort was non-retaining"
4D008,315400,"An abort operation was already in progress"
4D009,315401,"The resource manager has performed a single-phase commit of the transaction"
4D00A,315402,"The local transaction has not aborted"
4D010,315408,"The resource manager has requested to be the coordinator (last resource manager) for the transaction"
80012,524306,"CO_S_NOTALLINTERFACES: Not all the requested interfaces were available"
80013,524307,"The specified machine name was not found in the cache"
90312,590610,"The function completed successfully, but must be called again to complete the context"
90313,590611,"The function completed successfully, but CompleteToken must be called"
90314,590612,"The function completed successfully, but both CompleteToken and this function must be called to complete the context"
90315,590613,"The logon was completed, but no network authority was available. The logon was made using locally known information"
90317,590615,"The context has expired and can no longer be used"
90320,590624,"The credentials supplied were not complete, and could not be verified. Additional information can be returned from the context"
90321,590625,"The context data must be renegotiated with the peer"
90323,590627,"There is no LSA mode context associated with this context"
91012,593938,"The protected data needs to be re-protected"
4004059F,1074005407,"APC_S_SIGNFAILED: Unable to digitally sign the VBA project."
80000001,2147483649,"E_NOTIMPL: Not implemented"
80000002,2147483650,"E_OUTOFMEMORY: Ran out of memory"
80000003,2147483651,"E_INVALIDARG: One or more arguments are invalid"
80000004,2147483652,"E_NOINTERFACE: No such interface supported"
80000005,2147483653,"E_POINTER: Invalid pointer"
80000006,2147483654,"E_HANDLE: Invalid handle"
80000007,2147483655,"E_ABORT: Operation aborted"
80000008,2147483656,"E_FAIL: Unspecified error"
80000009,2147483657,"E_ACCESSDENIED: General access denied error"
8000000A,2147483658,"E_PENDING: The data necessary to complete this operation is not yet available."
8000211D,2147492125,"COR_E_AMBIGUOUSMATCH: While late binding to a method via reflection, could not resolve between multiple overloads of a method."
80004001,2147500033,"E_NOTIMPL: Not implemented"
80004002,2147500034,"E_NOINTERFACE: No such interface supported / COR_E_INVALIDCAST: Indicates a bad cast condition"
80004003,2147500035,"E_POINTER: Invalid pointer / COR_E_NULLREFERENCE: Dereferencing a null reference. In general class libraries should not throw this"
80004004,2147500036,"E_ABORT: Operation aborted"
80004005,2147500037,"E_FAIL: Unspecified error"
80004006,2147500038,"CO_E_INIT_TLS: Thread local storage failure"
80004007,2147500039,"CO_E_INIT_SHARED_ALLOCATOR: Get shared memory allocator failure"
80004008,2147500040,"CO_E_INIT_MEMORY_ALLOCATOR: Get memory allocator failure"
80004009,2147500041,"CO_E_INIT_CLASS_CACHE: Unable to initialize class cache"
8000400A,2147500042,"CO_E_INIT_RPC_CHANNEL: Unable to initialize RPC services"
8000400B,2147500043,"CO_E_INIT_TLS_SET_CHANNEL_CONTROL: Cannot set thread local storage channel control"
8000400C,2147500044,"CO_E_INIT_TLS_CHANNEL_CONTROL: Could not allocate thread local storage channel control"
8000400D,2147500045,"CO_E_INIT_UNACCEPTED_USER_ALLOCATOR: The user supplied memory allocator is unacceptable"
8000400E,2147500046,"CO_E_INIT_SCM_MUTEX_EXISTS: The OLE service mutex already exists"
8000400F,2147500047,"CO_E_INIT_SCM_FILE_MAPPING_EXISTS: The OLE service file mapping already exists"
80004010,2147500048,"CO_E_INIT_SCM_MAP_VIEW_OF_FILE: Unable to map view of file for OLE service"
80004011,2147500049,"CO_E_INIT_SCM_EXEC_FAILURE: Failure attempting to launch OLE service"
80004012,2147500050,"CO_E_INIT_ONLY_SINGLE_THREADED: There was an attempt to call CoInitialize a second time while single threaded"
80004013,2147500051,"CO_E_CANT_REMOTE: A Remote activation was necessary but was not allowed"
80004014,2147500052,"CO_E_BAD_SERVER_NAME: A Remote activation was necessary but the server name provided was invalid"
80004015,2147500053,"CO_E_WRONG_SERVER_IDENTITY: The class is configured to run as a security id different from the caller"
80004016,2147500054,"CO_E_OLE1DDE_DISABLED: Use of Ole1 services requiring DDE windows is disabled"
80004017,2147500055,"CO_E_RUNAS_SYNTAX: A RunAs specification must be <domain name>\<user name> or simply <user name>"
80004018,2147500056,"CO_E_CREATEPROCESS_FAILURE: The server process could not be started.: The pathname may be incorrect."
80004019,2147500057,"CO_E_RUNAS_CREATEPROCESS_FAILURE: The server process could not be started as the configured identity.: The pathname may be incorrect or unavailable."
8000401A,2147500058,"CO_E_RUNAS_LOGON_FAILURE: The server process could not be started because the configured identity is incorrect. Check the username and password."
8000401B,2147500059,"CO_E_LAUNCH_PERMSSION_DENIED: The client is not allowed to launch this server."
8000401C,2147500060,"CO_E_START_SERVICE_FAILURE: The service providing this server could not be started."
8000401D,2147500061,"CO_E_REMOTE_COMMUNICATION_FAILURE: This computer was unable to communicate with the computer providing the server."
8000401E,2147500062,"CO_E_SERVER_START_TIMEOUT: The server did not respond after being launched."
8000401F,2147500063,"CO_E_CLSREG_INCONSISTENT: The registration information for this server is inconsistent or incomplete."
80004020,2147500064,"CO_E_IIDREG_INCONSISTENT: The registration information for this interface is inconsistent or incomplete."
80004021,2147500065,"CO_E_NOT_SUPPORTED: The operation attempted is not supported."
80004022,2147500066,"CO_E_RELOAD_DLL: A dll must be loaded."
80004023,2147500067,"CO_E_MSI_ERRORA Microsoft Software Installer error was encoun"
8000FFFF,2147549183,"E_UNEXPECTED: Unexpected error"
80010001,2147549185,"RPC_E_CALL_REJECTED: Call was rejected by callee."
80010002,2147549186,"RPC_E_CALL_CANCELED: Call was canceled by the message filter."
80010003,2147549187,"RPC_E_CANTPOST_INSENDCALL: The caller is dispatching an intertask SendMessage call and cannot call out via PostMessage."
80010004,2147549188,"RPC_E_CANTCALLOUT_INASYNCCALL: The caller is dispatching an asynchronous call and cannot make an outgoing call on behalf of this call."
80010005,2147549189,"RPC_E_CANTCALLOUT_INEXTERNALCALL: It is illegal to call out while inside message filter."
80010006,2147549190,"RPC_E_CONNECTION_TERMINATED: The connection terminated or is in a bogus state and cannot be used any more. Other connections are still valid."
80010007,2147549191,"RPC_E_SERVER_DIED: The callee (server [not server application]) is not available and disappeared; all connections are invalid.: The call may have executed."
80010008,2147549192,"RPC_E_CLIENT_DIED: The caller (client) disappeared while the callee (server) was processing a call."
80010009,2147549193,"RPC_E_INVALID_DATAPACKET: The data packet with the marshalled parameter data is incorrect."
8001000A,2147549194,"RPC_E_CANTTRANSMIT_CALL: The call was not transmitted properly; the message queue was full and was not emptied after yielding."
8001000B,2147549195,"RPC_E_CLIENT_CANTMARSHAL_DATA: The client (caller) cannot marshall the parameter data - low memory, etc."
8001000C,2147549196,"RPC_E_CLIENT_CANTUNMARSHAL_DATA: The client (caller) cannot unmarshall the return data - low memory, etc."
8001000D,2147549197,"RPC_E_SERVER_CANTMARSHAL_DATA: The server (callee) cannot marshall the return data - low memory, etc."
8001000E,2147549198,"RPC_E_SERVER_CANTUNMARSHAL_DATA: The server (callee) cannot unmarshall the parameter data - low memory, etc."
8001000F,2147549199,"RPC_E_INVALID_DATA: Received data is invalid; could be server or client data."
80010010,2147549200,"RPC_E_INVALID_PARAMETER: A particular parameter is invalid and cannot be (un)marshalled."
80010011,2147549201,"RPC_E_CANTCALLOUT_AGAIN: There is no second outgoing call on same channel in DDE conversation."
80010012,2147549202,"RPC_E_SERVER_DIED_DNE: The callee (server [not server application]) is not available and disappeared; all connections are invalid.: The call did not execute."
80010100,2147549440,"RPC_E_SYS_CALL_FAILED: System call failed."
80010101,2147549441,"RPC_E_OUT_OF_RESOURCES: Could not allocate some required resource (memory, events, ...)"
80010102,2147549442,"RPC_E_ATTEMPTED_MULTITHREAD: Attempted to make calls on more than one thread in single threaded mode."
80010103,2147549443,"RPC_E_NOT_REGISTERED: The requested interface is not registered on the server object."
80010104,2147549444,"RPC_E_FAULT: RPC could not call the server or could not return the results of calling the server."
80010105,2147549445,"RPC_E_SERVERFAULT: The server threw an exception."
80010106,2147549446,"RPC_E_CHANGED_MODE: Cannot change thread mode after it is set."
80010107,2147549447,"RPC_E_INVALIDMETHOD: The method called does not exist on the server."
80010108,2147549448,"RPC_E_DISCONNECTED: The object invoked has disconnected from its clients."
80010109,2147549449,"RPC_E_RETRY: The object invoked chose not to process the call now.: Try again later."
8001010A,2147549450,"RPC_E_SERVERCALL_RETRYLATER: The message filter indicated that the application is busy."
8001010B,2147549451,"RPC_E_SERVERCALL_REJECTED: The message filter rejected the call."
8001010C,2147549452,"RPC_E_INVALID_CALLDATA: A call control interfaces was called with invalid data."
8001010D,2147549453,"RPC_E_CANTCALLOUT_ININPUTSYNCCALL: An outgoing call cannot be made since the application is dispatching an input-synchronous call."
8001010E,2147549454,"RPC_E_WRONG_THREAD: The application called an interface that was marshalled for a different thread."
8001010F,2147549455,"RPC_E_THREAD_NOT_INIT: CoInitialize has not been called on the current thread."
80010110,2147549456,"RPC_E_VERSION_MISMATCH: The version of OLE on the client and server machines does not match."
80010111,2147549457,"RPC_E_INVALID_HEADER: OLE received a packet with an invalid header."
80010112,2147549458,"RPC_E_INVALID_EXTENSION: OLE received a packet with an invalid extension."
80010113,2147549459,"RPC_E_INVALID_IPID: The requested object or interface does not exist."
80010114,2147549460,"RPC_E_INVALID_OBJECT: The requested object does not exist."
80010115,2147549461,"RPC_S_CALLPENDING: OLE is waiting before retrying a request."
80010116,2147549462,"RPC_S_WAITONTIMER: Call context cannot be accessed after call completed."
80010117,2147549463,"RPC_E_CALL_COMPLETE: OLE has sent a request and is waiting for a reply."
80010118,2147549464,"RPC_E_UNSECURE_CALL: Impersonate on unsecure calls is not supported."
80010119,2147549465,"RPC_E_TOO_LATE: Security must be initialized before any interfaces are marshalled or unmarshalled.: It cannot be changed once initialized."
8001011A,2147549466,"RPC_E_NO_GOOD_SECURITY_PACKAGES: No security packages are installed on this machine or the user is not logged on or there are no compatible security packages between the client and server."
8001011B,2147549467,"RPC_E_ACCESS_DENIED: Access is denied."
8001011C,2147549468,"RPC_E_REMOTE_DISABLED: Remote calls are not allowed for this process."
8001011D,2147549469,"RPC_E_INVALID_OBJREF: The marshaled interface data packet (OBJREF) has an invalid or unknown format."
8001011E,2147549470,"RPC_E_NO_CONTEXT: No context is associated with this call.: This happens for some custom marshalled calls and on the client side of the call."
